time,temperature
1631991961.4819157,17.6875
1631991962.4848793,17.65625
1631991963.4878922,17.663541666666667
1631991964.4912767,17.652853260869566
1631991965.4940536,17.651822916666667
1631991966.4974234,17.654810855263158
1631991967.506486,17.6505859375
1631991968.509278,17.651171875
1631991969.5127475,17.6548828125
1631991970.5161455,17.659375
1631991971.519493,17.6671875
1631991972.527164,17.6810546875
1631991973.5305448,17.7015625
1631991974.5339723,17.713671875
1631991975.536756,17.744140625
1631991976.5401807,17.7732421875
1631991977.5512495,17.80234375
1631991978.554439,17.84140625
1631991979.5571961,17.8857421875
1631991980.5605488,17.92890625
1631991981.5640576,17.98671875
1631991982.572401,18.0451171875
1631991983.5752158,18.1162109375
1631991984.5785875,18.1892578125
1631991985.5851483,18.283203125
1631991986.5879302,18.3666015625
1631991987.596732,18.4634765625
1631991988.6005838,18.5841796875
1631991989.6040263,18.69609375
1631991990.606839,18.824609375
1631991991.6101997,18.9400390625
1631991992.6184785,19.0623046875
1631991993.6218944,19.211328125
1631991994.625273,19.337109375
1631991995.628676,19.497265625
1631991996.6320536,19.6380859375
1631991997.6461933,19.7908203125
1631991998.6495907,19.9671875
1631991999.6530485,20.118359375
1631992000.6564806,20.3072265625
1631992001.6592743,20.4841796875
1631992002.6731508,20.666015625
1631992003.6765356,20.8775390625
1631992004.6793392,21.07109375
1631992005.682915,21.3087890625
1631992006.6862347,21.5154296875
1631992007.6934533,21.7615234375
1631992008.6968472,21.98203125
1631992009.7002277,22.2251953125
1631992010.7037528,22.501953125
1631992011.7065494,22.7603515625
1631992012.715075,23.0634765625
1631992013.718541,23.344140625
1631992014.7205255,23.65390625
1631992015.7240174,23.9255859375
1631992016.72744,24.2048828125
1631992017.7357569,24.5326171875
1631992018.7385464,24.81953125
1631992019.7419333,25.15546875
1631992020.745271,25.4638671875
1631992021.7480838,25.76640625
1631992022.7568815,26.1255859375
1631992023.7602031,26.4419921875
1631992024.763626,26.813671875
1631992025.7663987,27.149609375
1631992026.7689912,27.4927734375
1631992027.782006,27.9015625
1631992028.7847967,28.258203125
1631992029.7882125,28.654296875
1631992030.791599,29.01484375
1631992031.793377,29.4208984375
1631992032.8041136,29.765625
1631992033.8074934,30.1162109375
1631992034.809237,30.5091796875
1631992035.8124309,30.8658203125
1631992036.8158655,31.266796875
1631992037.8241591,31.6162109375
1631992038.826985,32.0349609375
1631992039.8304007,32.4197265625
1631992040.8340266,32.8025390625
1631992041.8357863,33.2375
1631992042.8448598,33.6296875
1631992043.8515446,34.079296875
1631992044.8543682,34.472265625
1631992045.857765,34.86171875
1631992046.8615925,35.320703125
1631992047.8636024,35.7220703125
1631992048.8669841,36.1921875
1631992049.870427,36.5998046875
1631992050.8765616,37.0748046875
1631992051.8799672,37.4890625
1631992052.883471,37.9060546875
1631992053.8917787,38.3974609375
1631992054.8946126,38.8240234375
1631992055.900655,39.323828125
1631992056.904239,39.765234375
1631992057.9073815,40.2052734375
1631992058.920707,40.7029296875
1631992059.924182,41.138671875
1631992060.9259517,41.647265625
1631992061.9293263,42.0916015625
1631992062.9328802,42.5970703125
1631992063.9416668,43.051171875
1631992064.9497664,43.514453125
1631992065.953262,44.034765625
1631992066.9565918,44.4865234375
1631992067.9594197,45.0087890625
1631992068.9672322,45.4681640625
1631992069.9705422,45.9919921875
1631992070.9733527,46.4416015625
1631992071.9767497,46.9615234375
1631992072.980154,47.434375
1631992073.9885259,47.9033203125
1631992074.9914098,48.4173828125
1631992075.994738,48.87578125
1631992076.998074,49.416015625
1631992078.0008657,49.9
1631992079.0092995,50.44453125
1631992080.0128171,50.933203125
1631992081.0161128,51.4263671875
1631992082.0189335,51.984765625
1631992083.0224295,52.4689453125
1631992084.031087,53.0125
1631992085.0338726,53.48671875
1631992086.0372262,54.0400390625
1631992087.0407176,54.535546875
1631992088.048988,55.027734375
1631992089.0577528,55.6037109375
1631992090.0612462,56.1140625
1631992091.0646067,56.6927734375
1631992092.0674434,57.2125
1631992093.0707989,57.80703125
1631992094.0789552,58.3142578125
1631992095.0820796,58.823828125
1631992096.0855074,59.3990234375
1631992097.0889328,59.8841796875
1631992098.0919225,60.431640625
1631992099.1012468,60.92109375
1631992100.1046102,61.4076171875
1631992101.1079807,61.974609375
1631992102.1108131,62.476171875
1631992103.1144228,63.05703125
1631992104.1250741,63.5732421875
1631992105.1284466,64.08828125
1631992106.1312299,64.6904296875
1631992107.1346345,65.2287109375
1631992108.1380508,65.8447265625
1631992109.1463952,66.3767578125
1631992110.1551065,66.9087890625
1631992111.158494,67.5123046875
1631992112.1618545,68.0330078125
1631992113.1649287,68.6259765625
1631992114.173388,69.139453125
1631992115.1767404,69.7380859375
1631992116.1795638,70.261328125
1631992117.183033,70.78515625
1631992118.1863654,71.380078125
1631992119.1881418,71.8986328125
1631992120.1952083,72.48828125
1631992121.1985667,73.0078125
1631992122.2019029,73.53359375
1631992123.2046833,74.1220703125
1631992124.2080424,74.659375
1631992125.216316,75.254296875
1631992126.2190902,75.7810546875
1631992127.2225795,76.3060546875
1631992128.2259839,76.910546875
1631992129.2277613,77.4337890625
1631992130.2362163,78.0369140625
1631992131.2396085,78.5625
1631992132.2430286,79.079296875
1631992133.2458942,79.665625
1631992134.2492874,80.1779296875
1631992135.2572846,80.7568359375
1631992136.2606568,81.251171875
1631992137.263907,81.8294921875
1631992138.2673333,82.3537109375
1631992139.2707655,82.875390625
1631992140.2803257,83.4732421875
1631992141.2838018,84.0169921875
1631992142.307143,84.5611328125
1631992143.310981,85.17421875
1631992144.3144884,85.70234375
1631992145.3228045,86.3078125
1631992146.3261585,86.840234375
1631992147.3279636,87.4501953125
1631992148.331378,87.989453125
1631992149.3340752,88.53203125
1631992150.3473072,89.1484375
1631992151.3504074,89.6849609375
1631992152.3539734,90.2982421875
1631992153.3574204,90.8359375
1631992154.3594646,91.4494140625
1631992155.368728,92.00078125
1631992156.37212,92.5546875
1631992157.3754191,93.176171875
1631992158.378231,93.6998046875
1631992159.3816354,94.3142578125
1631992160.3902512,94.8416015625
1631992161.3920314,95.4279296875
1631992162.3954055,95.9396484375
1631992163.3987486,96.4646484375
1631992164.4021046,97.0693359375
1631992165.4092326,97.5791015625
1631992166.4128637,98.1736328125
1631992167.4162197,98.7166015625
1631992168.419014,99.25
1631992169.422524,99.8419921875
1631992170.4308228,100.3708984375
1631992171.433703,100.98125
1631992172.437108,101.50078125
1631992173.4457738,102.023828125
1631992174.4491308,102.6404296875
1631992175.456208,103.1646484375
1631992176.459601,103.7779296875
1631992177.4631157,104.307421875
1631992178.4649289,104.9154296875
1631992179.4683368,105.4482421875
1631992180.4768386,105.9982421875
1631992181.4797707,106.6197265625
1631992182.4822686,107.1583984375
1631992183.4851465,107.7751953125
1631992184.4880445,108.3005859375
1631992185.4948773,108.888671875
1631992186.4981613,109.40078125
1631992187.5015533,109.9173828125
1631992188.5048952,110.498828125
1631992189.5077055,111.017578125
1631992190.5159092,111.616796875
1631992191.519392,112.1357421875
1631992192.5228827,112.7212890625
1631992193.525682,113.2431640625
1631992194.5290468,113.7625
1631992195.5373948,114.3376953125
1631992196.5401814,114.852734375
1631992197.5437174,115.4416015625
1631992198.547135,115.9517578125
1631992199.5504582,116.5337890625
1631992200.558599,117.059375
1631992201.5614157,117.5751953125
1631992202.5648005,118.1666015625
1631992203.5675824,118.6859375
1631992204.5742853,119.2814453125
1631992205.5827498,119.8064453125
1631992206.5860999,120.337109375
1631992207.5889308,120.9384765625
1631992208.5923786,121.4623046875
1631992209.5957584,122.0603515625
1631992210.604329,122.57890625
1631992211.6077058,123.17265625
1631992212.6111226,123.6869140625
1631992213.6144724,124.194140625
1631992214.6162405,124.7623046875
1631992215.627045,125.274609375
1631992216.6304307,125.8580078125
1631992217.6338584,126.368359375
1631992218.6419303,126.8806640625
1631992219.645347,127.47421875
1631992220.6542308,127.9833984375
1631992221.6576264,128.562890625
1631992222.6612191,129.069921875
1631992223.6646228,129.64140625
1631992224.6681106,130.138671875
1631992225.6701353,130.6416015625
1631992226.6738312,131.2087890625
1631992227.677224,131.7025390625
1631992228.6805315,132.2748046875
1631992229.683401,132.776953125
1631992230.6921248,133.272265625
1631992231.7015524,133.8427734375
1631992232.704955,134.3376953125
1631992233.7077878,134.907421875
1631992234.7113335,135.40625
1631992235.7146962,135.9783203125
1631992236.7216678,136.473828125
1631992237.7303524,136.9763671875
1631992238.733838,137.54453125
1631992239.7371898,138.035546875
1631992240.7399864,138.609765625
1631992241.7483819,139.1126953125
1631992242.7518635,139.683984375
1631992243.7552133,140.182421875
1631992244.7579658,140.681640625
1631992245.7613566,141.2392578125
1631992246.7693102,141.7341796875
1631992247.7711678,142.2841796875
1631992248.7745864,142.7673828125
1631992249.7775738,143.2482421875
1631992250.7809396,143.8037109375
1631992251.788429,144.28203125
1631992252.7918105,144.8328125
1631992253.7952123,145.3185546875
1631992254.7970028,145.8875
1631992255.8004813,146.3720703125
1631992256.808823,146.86484375
1631992257.8123994,147.4228515625
1631992258.815213,147.911328125
1631992259.8186066,148.4451171875
1631992260.8213482,148.914453125
1631992261.8233745,149.4544921875
1631992262.8268352,149.9201171875
1631992263.8314047,150.3904296875
1631992264.8366072,150.9330078125
1631992265.8400207,151.406640625
1631992266.8435905,151.9392578125
1631992267.851503,152.4083984375
1631992268.853053,152.87421875
1631992269.8570247,153.3951171875
1631992270.8609533,153.84921875
1631992271.8644917,154.37265625
1631992272.8723083,154.8220703125
1631992273.8756588,155.276953125
1631992274.878999,155.7990234375
1631992275.8812385,156.2576171875
1631992276.884622,156.7857421875
1631992277.8928525,157.2583984375
1631992278.8956401,157.7900390625
1631992279.8990035,158.248046875
1631992280.902546,158.705078125
1631992281.9059663,159.2193359375
1631992282.9140399,159.662109375
1631992283.9173832,160.1666015625
1631992284.9207077,160.6146484375
1631992285.9284348,161.1181640625
1631992286.9318364,161.5634765625
1631992287.9401348,162.0125
1631992288.9437082,162.525
1631992289.9468076,162.973046875
1631992290.950234,163.42109375
1631992291.9537864,163.936328125
1631992292.9612877,164.3822265625
1631992293.9646652,164.8978515625
1631992294.9681334,165.347265625
1631992295.970109,165.85234375
1631992296.9735813,166.28984375
1631992297.9817514,166.719140625
1631992298.9850688,167.1990234375
1631992299.9878542,167.62265625
1631992300.9912937,168.0970703125
1631992301.9947069,168.523828125
1631992303.0048282,169.0220703125
1631992304.0079443,169.462890625
1631992305.011247,169.90078125
1631992306.014641,170.3935546875
1631992307.0164206,170.8318359375
1631992308.0253718,171.3173828125
1631992309.0295172,171.747265625
1631992310.0329785,172.1763671875
1631992311.0357869,172.6640625
1631992312.0391722,173.0861328125
1631992313.0479324,173.5708984375
1631992314.0512645,173.997265625
1631992315.0540729,174.48359375
1631992316.0574813,174.9166015625
1631992317.0608065,175.3486328125
1631992318.0627387,175.83984375
1631992319.066155,176.2626953125
1631992320.0748103,176.68359375
1631992321.0782294,177.1501953125
1631992322.0812607,177.5666015625
1631992323.0846899,178.033203125
1631992324.0927522,178.4392578125
1631992325.0959806,178.899609375
1631992326.0993729,179.300390625
1631992327.102825,179.7041015625
1631992328.105703,180.1712890625
1631992329.1141534,180.5896484375
1631992330.1175315,181.075
1631992331.1203108,181.495703125
1631992332.129249,181.9080078125
1631992333.1327212,182.375
1631992334.1411092,182.778515625
1631992335.1439254,183.2255859375
1631992336.1472747,183.6244140625
1631992337.1540449,184.0779296875
1631992338.1568491,184.47578125
1631992339.165203,184.86953125
1631992340.1686504,185.307421875
1631992341.1706464,185.6900390625
1631992342.1742318,186.125
1631992343.177598,186.5017578125
1631992344.186039,186.892578125
1631992345.188837,187.336328125
1631992346.1923354,187.7271484375
1631992347.1956663,188.1701171875
1631992348.1984718,188.55625
1631992349.2123928,188.93125
1631992350.21571,189.3578125
1631992351.219552,189.7375
1631992352.2230802,190.169921875
1631992353.2264652,190.54453125
1631992354.2401702,190.972265625
1631992355.2430942,191.349609375
1631992356.2465165,191.715234375
1631992357.2499235,192.147265625
1631992358.2533596,192.525390625
1631992359.2603726,192.96796875
1631992360.2638538,193.3474609375
1631992361.267279,193.7365234375
1631992362.270644,194.179296875
1631992363.2734933,194.555078125
1631992364.2843661,194.97890625
1631992365.2877712,195.345703125
1631992366.2911851,195.7708984375
1631992367.2941961,196.1130859375
1631992368.2975843,196.4654296875
1631992369.3058546,196.878125
1631992370.3086865,197.2390625
1631992371.3152964,197.6431640625
1631992372.3186936,198.00390625
1631992373.3219926,198.37265625
1631992374.3292296,198.7908203125
1631992375.3327446,199.1603515625
1631992376.3353887,199.526953125
1631992377.3371768,199.955078125
1631992378.3406026,200.3259765625
1631992379.3490596,200.756640625
1631992380.3508208,201.1236328125
1631992381.3549397,201.5294921875
1631992382.3588178,201.895703125
1631992383.362341,202.2662109375
1631992384.3747947,202.677734375
1631992385.3782136,203.030859375
1631992386.3817186,203.446484375
1631992387.3850777,203.8080078125
1631992388.3884306,204.2216796875
1631992389.3968146,204.5900390625
1631992390.3997917,204.9541015625
1631992391.4038455,205.36796875
1631992392.4072485,205.7234375
1631992393.4106064,206.1056640625
1631992394.4186773,206.440625
1631992395.4217691,206.8248046875
1631992396.4251332,207.169921875
1631992397.4285674,207.5150390625
1631992398.4319053,207.9197265625
1631992399.439207,208.2681640625
1631992400.445293,208.6619140625
1631992401.448705,209.0134765625
1631992402.4506738,209.35859375
1631992403.4542596,209.75078125
1631992404.4631846,210.100390625
1631992405.4666154,210.4974609375
1631992406.4700985,210.840234375
1631992407.4726763,211.180078125
1631992408.4761314,211.573046875
1631992409.483694,211.9201171875
1631992410.48706,212.3169921875
1631992411.490388,212.66484375
1631992412.493245,213.0603515625
1631992413.4966078,213.402734375
1631992414.5050485,213.7412109375
1631992415.5078883,214.1197265625
1631992416.5112824,214.446484375
1631992417.5146422,214.8216796875
1631992418.5174131,215.141015625
1631992419.52578,215.5171875
1631992420.529132,215.8525390625
1631992421.5366116,216.1921875
1631992422.5399876,216.5763671875
1631992423.5434384,216.91484375
1631992424.5508912,217.2998046875
1631992425.554566,217.6291015625
1631992426.5569448,217.9447265625
1631992427.5587137,218.29921875
1631992428.5612845,218.6251953125
1631992429.5697744,218.9703125
1631992430.5717943,219.2638671875
1631992431.575186,219.5947265625
1631992432.5785797,219.87734375
1631992433.5812588,220.1642578125
1631992434.5885634,220.4865234375
1631992435.5919762,220.7767578125
1631992436.595445,221.077734375
1631992437.5972118,221.4314453125
1631992438.6011765,221.745703125
1631992439.6100614,222.096484375
1631992440.6135,222.42265625
1631992441.617731,222.7822265625
1631992442.6211386,223.096484375
1631992443.6245387,223.395703125
1631992444.6335173,223.733203125
1631992445.6366792,224.0349609375
1631992446.640081,224.3814453125
1631992447.6435447,224.6765625
1631992448.6468503,224.987890625
1631992449.66006,225.34609375
1631992450.6635437,225.656640625
1631992451.6668715,226.009765625
1631992452.6696894,226.3189453125
1631992453.675009,226.658984375
1631992454.6835418,226.9560546875
1631992455.6868412,227.261328125
1631992456.689582,227.591796875
1631992457.693107,227.8884765625
1631992458.6964715,228.236328125
1631992459.7038364,228.54140625
1631992460.707216,228.892578125
1631992461.7106287,229.2017578125
1631992462.7179985,229.5609375
1631992463.7214622,229.8705078125
1631992464.729914,230.1779296875
1631992465.7334137,230.532421875
1631992466.7366104,230.844140625
1631992467.7435129,231.2060546875
1631992468.7468915,231.525
1631992469.7487955,231.84453125
1631992470.752505,232.2162109375
1631992471.7563787,232.5357421875
1631992472.7632403,232.88125
1631992473.766052,233.183984375
1631992474.7694237,233.4720703125
1631992475.7780483,233.79375
1631992476.7813911,234.0767578125
1631992477.7842185,234.407421875
1631992478.7876062,234.695703125
1631992479.790995,234.9716796875
1631992480.7994428,235.3015625
1631992481.8026972,235.58125
1631992482.8061037,235.89375
1631992483.8094788,236.1767578125
1631992484.8126342,236.50390625
1631992485.8209329,236.795703125
1631992486.8244286,237.08359375
1631992487.826214,237.42578125
1631992488.8294818,237.7208984375
1631992489.8330693,238.0712890625
1631992490.8413079,238.3693359375
1631992491.8494284,238.6767578125
1631992492.853046,239.0251953125
1631992493.8564878,239.326953125
1631992494.8584573,239.6607421875
1631992495.8674269,239.9583984375
1631992496.8738286,240.2892578125
1631992497.877316,240.5681640625
1631992498.8793178,240.837109375
1631992499.8828013,241.14375
1631992500.8936148,241.410546875
1631992501.9074132,241.7025390625
1631992502.9102209,241.9666015625
1631992503.9137316,242.226171875
1631992504.917148,242.5255859375
1631992505.9189126,242.7822265625
1631992506.9228892,243.0771484375
1631992507.9267988,243.3423828125
1631992508.9285524,243.6544921875
1631992509.93196,243.929296875
1631992510.9353516,244.2044921875
1631992511.943829,244.5275390625
1631992512.9466505,244.8083984375
1631992513.950061,245.127734375
1631992514.9535747,245.4091796875
1631992515.9603963,245.722265625
1631992516.9678178,245.973046875
1631992517.9712353,246.2337890625
1631992518.9746656,246.5302734375
1631992519.9780555,246.783984375
1631992520.980863,247.0701171875
1631992521.9892645,247.352734375
1631992522.9928358,247.63671875
1631992523.9956512,247.93359375
1631992524.9990659,248.1939453125
1631992526.0028434,248.4876953125
1631992527.011165,248.7384765625
1631992528.0139954,248.9765625
1631992529.0174038,249.2615234375
1631992530.0208604,249.5197265625
1631992531.024381,249.8291015625
1631992532.0316474,250.0998046875
1631992533.0403528,250.376171875
1631992534.0439303,250.700390625
1631992535.0467308,250.9888671875
1631992536.0500975,251.304296875
1631992537.0584278,251.578125
1631992538.0612452,251.89453125
1631992539.0646167,252.159765625
1631992540.0733132,252.4220703125
1631992541.0767086,252.7134765625
1631992542.0850549,252.963671875
1631992543.0884736,253.2583984375
1631992544.091855,253.517578125
1631992545.0971253,253.8197265625
1631992546.100109,254.0888671875
1631992547.1080503,254.3509765625
1631992548.110523,254.6494140625
1631992549.1135173,254.9080078125
1631992550.1169116,255.18203125
1631992551.1202753,255.4275390625
1631992552.1274846,255.683984375
1631992553.130909,255.97578125
1631992554.1343293,256.2365234375
1631992555.136116,256.5263671875
1631992556.1395044,256.7880859375
1631992557.1480308,257.0328125
1631992558.1514182,257.3169921875
1631992559.1545877,257.5677734375
1631992560.157962,257.8615234375
1631992561.1613345,258.1271484375
1631992562.163153,258.4255859375
1631992563.1665492,258.689453125
1631992564.1737268,258.9458984375
1631992565.177686,259.2283203125
1631992566.1810184,259.4642578125
1631992567.1845767,259.7423828125
1631992568.1930292,259.9857421875
1631992569.1958277,260.25078125
1631992570.199219,260.498828125
1631992571.2026613,260.7525390625
1631992572.2044208,261.028125
1631992573.2129152,261.278515625
1631992574.2191293,261.5677734375
1631992575.2226887,261.8185546875
1631992576.2257822,262.0671875
1631992577.2291455,262.348828125
1631992578.237501,262.5935546875
1631992579.2408843,262.8736328125
1631992580.2443366,263.11796875
1631992581.247659,263.3642578125
1631992582.2494526,263.6501953125
1631992583.2575846,263.8888671875
1631992584.2609673,264.1591796875
1631992585.2644024,264.3884765625
1631992586.2671468,264.614453125
1631992587.2705493,264.85703125
1631992588.2790754,265.0828125
1631992589.2826097,265.344140625
1631992590.2854033,265.57734375
1631992591.2887375,265.8541015625
1631992592.2912478,266.1078125
1631992593.2930832,266.3556640625
1631992594.2961395,266.6189453125
1631992595.2995389,266.8576171875
1631992596.3030603,267.1328125
1631992597.3058896,267.3625
1631992598.3146007,267.584375
1631992599.3232782,267.8576171875
1631992600.3266263,268.1125
1631992601.3294437,268.3791015625
1631992602.3329039,268.6146484375
1631992603.3362992,268.8951171875
1631992604.3447816,269.1416015625
1631992605.3532667,269.3806640625
1631992606.3566551,269.6484375
1631992607.3600736,269.884375
1631992608.3636158,270.1505859375
1631992609.3710968,270.376171875
1631992610.3744462,270.6298828125
1631992611.3778944,270.8509765625
1631992612.379866,271.0765625
1631992613.383392,271.3328125
1631992614.3941243,271.5525390625
1631992615.3974495,271.8123046875
1631992616.4002788,272.0396484375
1631992617.409135,272.2626953125
1631992618.4126365,272.5146484375
1631992619.4209554,272.7435546875
1631992620.4239168,273.0083984375
1631992621.431536,273.21328125
1631992622.4335513,273.4646484375
1631992623.4368577,273.6806640625
1631992624.4512765,273.8931640625
1631992625.454656,274.1341796875
1631992626.4579532,274.3662109375
1631992627.4612925,274.6283203125
1631992628.4640727,274.853125
1631992629.4762628,275.11875
1631992630.4793253,275.356640625
1631992631.4821184,275.594140625
1631992632.4855444,275.858203125
1631992633.4889948,276.1005859375
1631992634.496313,276.3427734375
1631992635.4996772,276.616796875
1631992636.5031655,276.8451171875
1631992637.5065157,277.122265625
1631992638.509446,277.3576171875
1631992639.513024,277.62578125
1631992640.5206444,277.8599609375
1631992641.5235915,278.078515625
1631992642.5269637,278.3314453125
1631992643.534419,278.5361328125
1631992644.538331,278.7716796875
1631992645.5468202,278.9638671875
1631992646.5502114,279.17734375
1631992647.5537405,279.41953125
1631992648.5555077,279.646484375
1631992649.5594292,279.896875
1631992650.5684092,280.130859375
1631992651.5717595,280.359375
1631992652.5745776,280.6044921875
1631992653.5779586,280.8087890625
1631992654.58138,281.0458984375
1631992655.589854,281.2482421875
1631992656.593316,281.4591796875
1631992657.5971124,281.658984375
1631992658.6009583,281.8615234375
1631992659.6042757,282.0953125
1631992660.6126838,282.3033203125
1631992661.616054,282.5640625
1631992662.6188812,282.7927734375
1631992663.6243165,283.06484375
1631992664.6276374,283.3009765625
1631992665.6359737,283.515234375
1631992666.6388037,283.7494140625
1631992667.642315,283.9318359375
1631992668.646773,284.131640625
1631992669.6500442,284.3001953125
1631992670.6570113,284.4724609375
1631992671.6604123,284.687109375
1631992672.6639066,284.8865234375
1631992673.66728,285.1212890625
1631992674.670602,285.3541015625
1631992675.679457,285.5724609375
1631992676.683036,285.8189453125
1631992677.685851,286.0388671875
1631992678.6892655,286.2791015625
1631992679.6927204,286.475390625
1631992680.6942728,286.666796875
1631992681.6981926,286.8951171875
1631992682.702093,287.09140625
1631992683.705454,287.315234375
1631992684.708538,287.5041015625
1631992685.7166502,287.722265625
1631992686.7251272,287.9255859375
1631992687.7285264,288.137109375
1631992688.7313323,288.3798828125
1631992689.7347455,288.5759765625
1631992690.7381008,288.7974609375
1631992691.7459886,288.9859375
1631992692.7486248,289.1634765625
1631992693.7520459,289.3611328125
1631992694.755446,289.5548828125
1631992695.758816,289.790234375
1631992696.7674222,290.0099609375
1631992697.7708194,290.2169921875
1631992698.7727373,290.4650390625
1631992699.7761395,290.6748046875
1631992700.7794926,290.90546875
1631992701.7879086,291.1015625
1631992702.7907066,291.3279296875
1631992703.7941997,291.532421875
1631992704.7975519,291.7404296875
1631992705.799998,291.9822265625
1631992706.8083217,292.19609375
1631992707.812263,292.4361328125
1631992708.815416,292.6353515625
1631992709.8188221,292.8296875
1631992710.822201,293.0353515625
1631992711.8331132,293.201171875
1631992712.8359373,293.4033203125
1631992713.8393753,293.59296875
1631992714.8476532,293.8052734375
1631992715.8504293,293.99140625
1631992716.8593304,294.178125
1631992717.8628125,294.408984375
1631992718.8656034,294.5990234375
1631992719.8690224,294.828515625
1631992720.8724654,295.0484375
1631992721.8742585,295.2650390625
1631992722.8777165,295.5130859375
1631992723.8813086,295.72421875
1631992724.8833196,295.9474609375
1631992725.8867307,296.1287109375
1631992726.8900797,296.2994140625
1631992727.9043677,296.50390625
1631992728.9061406,296.673828125
1631992729.9095397,296.873828125
1631992730.9130328,297.0525390625
1631992731.9164488,297.240234375
1631992732.9250789,297.4529296875
1631992733.9284446,297.624609375
1631992734.9312437,297.8322265625
1631992735.9340277,298.01171875
1631992736.9374287,298.2009765625
1631992737.9458337,298.418359375
1631992738.9486117,298.6154296875
1631992739.9519777,298.848046875
1631992740.9553308,299.059765625
1631992741.9586816,299.259765625
1631992742.9661076,299.483984375
1631992743.9694827,299.6740234375
1631992744.9729416,299.89765625
1631992745.9757357,300.0849609375
1631992746.9791348,300.26953125
1631992747.9876485,300.4728515625
1631992748.9910176,300.660546875
1631992749.9938796,300.8705078125
1631992750.9972465,301.055859375
1631992752.0006294,301.24921875
1631992753.0024807,301.4759765625
1631992754.0059404,301.683203125
1631992755.0093393,301.9205078125
1631992756.0128226,302.1328125
1631992757.0156205,302.378125
1631992758.0190024,302.591015625
1631992759.0273743,302.801953125
1631992760.0291784,303.0287109375
1631992761.0327153,303.2181640625
1631992762.036137,303.410546875
1631992763.0394862,303.571484375
1631992764.0479622,303.761328125
1631992765.051362,303.9236328125
1631992766.0547469,304.0734375
1631992767.0581288,304.246484375
1631992768.060922,304.395703125
1631992769.0697896,304.5810546875
1631992770.0732996,304.7326171875
1631992771.076099,304.9185546875
1631992772.0794616,305.0935546875
1631992773.0830107,305.2861328125
1631992774.0911596,305.4849609375
1631992775.0939605,305.64296875
1631992776.0973363,305.8451171875
1631992777.1007292,306.026953125
1631992778.1042283,306.194140625
1631992779.117253,306.3931640625
1631992780.120626,306.57265625
1631992781.1241827,306.785546875
1631992782.1273508,306.9576171875
1631992783.1360328,307.1408203125
1631992784.1445875,307.349609375
